OrderID,CustomerID,ProductID,Quantity,Date and time of purchase,Delivery time,Delivery Status
7053,161,18,5,2024-06-01 17:22:34,2024-06-04 17:22:34,Delivered
7054,139,75,1,2024-07-23 04:40:05,2024-07-26 04:40:05,Delivered
7055,267,18,1,2024-03-01 13:09:15,2024-03-04 13:09:15,Delivered
7056,63,57,2,2024-04-16 20:06:25,,Cancelled
7057,95,73,5,2024-09-14 23:30:20,2024-09-21 23:30:20,Delivered
7058,132,58,2,2024-04-04 17:26:21,,Cancelled
7059,36,18,3,2024-04-06 09:37:43,2024-04-11 09:37:43,Delivered
7060,209,30,1,2024-01-23 07:23:44,,Cancelled
7061,174,74,3,2024-05-11 13:09:47,2024-05-17 13:09:47,Delivered
7062,226,80,4,2024-07-28 18:28:29,,Cancelled
7063,432,72,2,2024-06-29 05:41:55,2024-07-01 05:41:55,Delivered
7064,337,39,2,2024-05-02 15:30:39,2024-05-05 15:30:39,Delivered
7065,415,8,1,2024-06-12 12:12:28,2024-06-18 12:12:28,Delivered
7066,353,40,3,2024-08-17 20:25:06,,Cancelled
7067,336,38,5,2024-02-17 00:30:55,,Cancelled
7068,51,52,3,2024-07-07 16:58:40,2024-07-11 16:58:40,Delivered
7069,242,5,2,2024-02-21 08:31:13,2024-02-24 08:31:13,Delivered
7070,172,22,4,2024-02-11 04:13:40,2024-02-16 04:13:40,Delivered
7071,388,33,1,2024-02-13 00:31:41,,Cancelled
7072,397,26,2,2024-08-17 11:15:16,,Cancelled
7073,409,46,4,2024-10-11 15:38:24,2024-10-13 15:38:24,Delivered
7074,395,27,4,2024-02-12 08:50:03,2024-02-15 08:50:03,Delivered
7075,305,6,4,2024-07-14 09:31:35,2024-07-20 09:31:35,Delivered
7076,237,78,3,2024-03-26 18:47:45,2024-03-29 18:47:45,Delivered
7077,301,69,3,2024-05-26 04:04:18,2024-06-02 04:04:18,Delivered
7078,101,46,4,2024-09-29 10:55:47,,Cancelled
7079,193,68,1,2024-05-19 04:58:54,,Cancelled
7080,364,33,5,2024-05-17 08:41:38,2024-05-19 08:41:38,Delivered
7081,462,8,2,2024-07-28 01:12:36,2024-08-01 01:12:36,Delivered
7082,55,59,5,2024-06-12 20:30:25,2024-06-15 20:30:25,Delivered
7083,167,16,5,2024-09-28 20:44:39,2024-10-02 20:44:39,Delivered
7084,356,12,1,2024-03-11 19:48:54,2024-03-16 19:48:54,Delivered
7085,317,55,3,2024-03-21 02:31:02,2024-03-25 02:31:02,Delivered
7086,41,50,5,2024-04-25 18:35:54,,Cancelled
7087,287,31,1,2024-06-16 02:58:33,,Cancelled
7088,236,46,4,2024-05-29 22:49:51,2024-06-02 22:49:51,Delivered
7089,425,8,1,2024-01-16 15:58:45,2024-01-18 15:58:45,Delivered
7090,371,64,5,2024-02-14 00:20:18,2024-02-18 00:20:18,Delivered
7091,306,59,2,2024-09-18 23:00:02,,Cancelled
7092,155,10,1,2024-05-14 06:50:09,2024-05-20 06:50:09,Delivered
7093,352,57,5,2024-05-07 15:50:32,2024-05-12 15:50:32,Delivered
7094,358,35,3,2024-07-27 19:39:25,2024-07-29 19:39:25,Delivered
7095,439,51,1,2024-01-16 11:03:42,2024-01-21 11:03:42,Delivered
7096,29,79,1,2024-07-12 08:39:47,2024-07-14 08:39:47,Delivered
7097,316,49,5,2024-01-09 00:40:10,,Cancelled
7098,111,64,1,2024-03-23 03:17:01,,Cancelled
7099,166,7,2,2024-02-15 22:56:23,,Cancelled
7100,117,45,1,2024-08-28 01:30:52,2024-09-03 01:30:52,Delivered
7101,238,57,4,2024-01-30 13:52:33,2024-02-06 13:52:33,Delivered
7102,339,73,3,2024-07-23 03:52:48,2024-07-29 03:52:48,Delivered
7103,319,14,2,2024-01-07 12:31:58,2024-01-09 12:31:58,Delivered
7104,324,17,1,2024-06-25 04:31:09,2024-06-28 04:31:09,Delivered
7105,123,59,4,2024-01-27 18:55:57,,Cancelled
7106,274,52,5,2024-06-25 19:44:02,2024-07-02 19:44:02,Delivered
7107,220,20,2,2024-07-08 23:37:57,2024-07-11 23:37:57,Delivered
7108,183,8,4,2024-07-06 01:20:57,,Cancelled
7109,192,62,5,2024-10-28 21:10:52,2024-10-31 21:10:52,Delivered
7110,36,20,4,2024-11-02 18:17:52,,Cancelled
7111,220,37,3,2024-08-01 16:35:38,2024-08-05 16:35:38,Delivered
7112,373,15,5,2024-03-04 13:01:04,2024-03-11 13:01:04,Delivered
7113,366,38,5,2024-05-03 19:37:31,2024-05-05 19:37:31,Delivered
7114,47,26,3,2024-03-19 04:30:14,2024-03-21 04:30:14,Delivered
7115,197,76,5,2024-03-06 22:15:29,2024-03-11 22:15:29,Delivered
7116,355,45,4,2024-05-06 16:07:04,2024-05-13 16:07:04,Delivered
7117,179,48,2,2024-10-03 10:18:05,2024-10-07 10:18:05,Delivered
7118,63,71,3,2024-04-13 22:22:19,,Cancelled
7119,152,72,4,2024-04-02 20:56:40,,Cancelled
7120,347,68,3,2024-06-02 12:17:08,2024-06-06 12:17:08,Delivered
7121,347,21,5,2024-05-18 15:24:56,2024-05-25 15:24:56,Delivered
7122,168,3,5,2024-03-17 02:33:50,,Cancelled
7123,22,10,4,2024-01-29 23:30:39,2024-02-05 23:30:39,Delivered
7124,332,66,1,2024-02-19 12:54:34,2024-02-26 12:54:34,Delivered
7125,206,40,4,2024-10-15 09:39:53,2024-10-19 09:39:53,Delivered
7126,331,3,5,2024-08-16 08:56:30,,Cancelled
7127,94,22,3,2024-07-09 10:05:30,2024-07-13 10:05:30,Delivered
7128,14,57,4,2024-01-16 01:35:31,2024-01-20 01:35:31,Delivered
7129,286,37,1,2024-08-16 16:00:22,2024-08-19 16:00:22,Delivered
7130,203,50,2,2024-01-22 01:24:00,2024-01-28 01:24:00,Delivered
7131,44,39,3,2024-10-12 22:24:19,,Cancelled
7132,91,49,3,2024-07-14 23:32:43,2024-07-16 23:32:43,Delivered
7133,360,7,1,2024-07-07 01:28:55,2024-07-09 01:28:55,Delivered
7134,201,67,2,2024-08-03 09:15:26,2024-08-05 09:15:26,Delivered
7135,322,31,4,2024-01-11 14:09:40,,Cancelled
7136,430,54,2,2024-08-05 08:31:23,,Cancelled
7137,142,50,2,2024-09-12 04:00:03,2024-09-16 04:00:03,Delivered
7138,417,74,2,2024-09-23 03:20:19,,Cancelled
7139,223,9,4,2024-10-21 09:29:22,,Cancelled
7140,421,22,3,2024-06-24 12:13:50,,Cancelled
7141,73,33,2,2024-07-07 00:17:28,2024-07-11 00:17:28,Delivered
7142,261,9,3,2024-10-03 10:15:47,2024-10-08 10:15:47,Delivered
7143,218,73,5,2024-10-12 04:53:46,,Cancelled
7144,315,42,4,2024-04-14 15:56:48,2024-04-18 15:56:48,Delivered
7145,449,22,1,2024-10-09 23:31:09,2024-10-14 23:31:09,Delivered
7146,359,4,2,2024-02-28 09:46:00,,Cancelled
7147,405,20,4,2024-07-08 01:08:00,2024-07-13 01:08:00,Delivered
7148,208,22,1,2024-09-19 11:26:16,2024-09-26 11:26:16,Delivered
7149,401,33,1,2024-07-04 03:34:56,2024-07-06 03:34:56,Delivered
7150,38,17,5,2024-09-23 17:34:00,,Cancelled
7151,402,67,5,2024-04-13 01:56:46,2024-04-16 01:56:46,Delivered
7152,384,69,3,2024-10-12 17:13:49,,Cancelled
7153,412,2,4,2024-05-14 15:15:59,2024-05-18 15:15:59,Delivered
7154,59,76,4,2024-08-17 16:18:18,2024-08-23 16:18:18,Delivered
7155,112,13,3,2024-01-09 18:50:20,2024-01-12 18:50:20,Delivered
7156,44,66,1,2024-10-02 14:10:03,2024-10-05 14:10:03,Delivered
7157,457,30,3,2024-09-12 23:18:19,2024-09-15 23:18:19,Delivered
7158,57,70,2,2024-06-23 07:07:16,,Cancelled
7159,461,4,4,2024-09-19 19:20:45,,Cancelled
7160,137,25,4,2024-08-01 18:02:38,2024-08-03 18:02:38,Delivered
7161,354,66,5,2024-06-12 22:46:56,2024-06-18 22:46:56,Delivered
7162,449,78,5,2024-02-10 03:39:56,2024-02-14 03:39:56,Delivered
7163,55,70,5,2024-10-26 15:28:18,2024-11-02 15:28:18,Delivered
7164,315,31,3,2024-03-20 09:23:25,2024-03-22 09:23:25,Delivered
7165,321,37,3,2024-09-02 14:17:47,2024-09-05 14:17:47,Delivered
7166,117,38,1,2024-10-05 16:03:51,2024-10-10 16:03:51,Delivered
7167,313,55,5,2024-02-19 00:29:18,2024-02-24 00:29:18,Delivered
7168,402,38,5,2024-08-07 02:43:54,,Cancelled
7169,343,47,2,2024-02-17 01:31:59,,Cancelled
7170,146,54,3,2024-07-20 17:34:38,,Cancelled
7171,245,24,1,2024-09-22 17:04:37,2024-09-28 17:04:37,Delivered
7172,430,50,3,2024-04-13 03:00:09,2024-04-16 03:00:09,Delivered
7173,258,5,2,2024-06-09 19:04:50,,Cancelled
7174,290,35,1,2024-02-19 10:35:35,2024-02-23 10:35:35,Delivered
7175,14,46,4,2024-07-11 10:43:46,2024-07-16 10:43:46,Delivered
7176,427,17,5,2024-09-25 11:39:47,2024-09-28 11:39:47,Delivered
7177,70,80,1,2024-06-17 00:02:55,2024-06-20 00:02:55,Delivered
7178,130,66,1,2024-10-31 09:56:04,,Cancelled
7179,38,61,4,2024-08-22 08:08:29,,Cancelled
7180,187,75,2,2024-07-19 14:42:44,2024-07-25 14:42:44,Delivered
7181,29,31,2,2024-07-11 23:25:34,2024-07-18 23:25:34,Delivered
7182,451,12,1,2024-01-10 20:21:08,2024-01-17 20:21:08,Delivered
7183,362,17,4,2024-02-24 11:43:27,,Cancelled
7184,292,76,5,2024-03-11 10:51:32,2024-03-15 10:51:32,Delivered
7185,149,16,4,2024-04-17 13:32:29,,Cancelled
7186,140,12,1,2024-09-21 16:50:02,2024-09-23 16:50:02,Delivered
7187,352,24,5,2024-09-30 00:45:14,,Cancelled
7188,87,60,1,2024-10-30 11:40:47,2024-11-01 11:40:47,Delivered
7189,336,14,2,2024-07-17 02:49:24,2024-07-22 02:49:24,Delivered
7190,102,57,1,2024-01-23 12:52:17,,Cancelled
7191,357,21,2,2024-10-09 06:11:40,2024-10-14 06:11:40,Delivered
7192,377,53,5,2024-06-08 00:18:00,,Cancelled
7193,64,71,1,2024-09-01 04:08:00,,Cancelled
7194,412,72,2,2024-05-21 19:26:23,,Cancelled
7195,276,72,5,2024-04-04 16:08:04,2024-04-10 16:08:04,Delivered
7196,308,41,1,2024-07-02 21:23:20,,Cancelled
7197,442,4,2,2024-02-18 19:34:23,2024-02-25 19:34:23,Delivered
7198,289,35,2,2024-10-16 21:38:46,2024-10-22 21:38:46,Delivered
7199,353,65,3,2024-01-21 22:39:42,2024-01-27 22:39:42,Delivered
7200,376,26,2,2024-07-17 07:02:23,2024-07-21 07:02:23,Delivered
7201,68,36,5,2024-02-18 08:39:57,2024-02-20 08:39:57,Delivered
7202,270,15,2,2024-10-16 17:02:01,,Cancelled
7203,392,65,2,2024-03-18 05:14:13,2024-03-24 05:14:13,Delivered
7204,47,56,1,2024-07-17 02:23:14,2024-07-19 02:23:14,Delivered
7205,200,54,3,2024-08-26 07:16:23,2024-08-31 07:16:23,Delivered
7206,29,28,5,2024-10-17 23:40:33,2024-10-21 23:40:33,Delivered
7207,422,71,1,2024-01-27 22:51:02,2024-02-02 22:51:02,Delivered
7208,343,67,5,2024-06-07 16:27:31,2024-06-12 16:27:31,Delivered
7209,295,1,2,2024-09-02 10:59:46,2024-09-04 10:59:46,Delivered
7210,462,71,4,2024-06-22 00:30:11,2024-06-27 00:30:11,Delivered
7211,94,73,2,2024-05-13 07:32:40,2024-05-17 07:32:40,Delivered
7212,330,75,5,2024-09-09 15:42:39,2024-09-13 15:42:39,Delivered
7213,218,10,4,2024-02-13 01:31:07,2024-02-15 01:31:07,Delivered
7214,413,78,3,2024-04-12 00:28:16,2024-04-15 00:28:16,Delivered
7215,126,21,5,2024-01-26 20:44:53,2024-02-02 20:44:53,Delivered
7216,304,55,3,2024-03-08 23:19:34,,Cancelled
7217,155,34,5,2024-01-02 04:05:10,2024-01-06 04:05:10,Delivered
7218,156,52,2,2024-09-11 22:10:30,,Cancelled
7219,205,27,3,2024-07-30 23:08:34,2024-08-01 23:08:34,Delivered
7220,391,11,1,2024-06-06 06:34:50,2024-06-08 06:34:50,Delivered
7221,315,21,4,2024-11-03 23:45:51,2024-11-05 23:45:51,Delivered
7222,136,69,3,2024-01-09 13:41:02,,Cancelled
7223,78,7,2,2024-06-15 08:16:48,,Cancelled
7224,163,1,5,2024-03-19 13:19:31,,Cancelled
7225,370,79,3,2024-10-16 19:14:27,,Cancelled
7226,397,7,1,2024-04-02 21:29:04,2024-04-08 21:29:04,Delivered
7227,66,50,1,2024-02-02 08:21:41,,Cancelled
7228,379,77,2,2024-06-06 12:27:23,2024-06-13 12:27:23,Delivered
7229,365,30,5,2024-01-23 05:29:40,2024-01-25 05:29:40,Delivered
7230,219,46,2,2024-09-17 00:14:39,,Cancelled
7231,369,29,3,2024-06-06 23:09:39,2024-06-08 23:09:39,Delivered
7232,278,52,2,2024-10-21 08:32:55,2024-10-24 08:32:55,Delivered
7233,94,29,1,2024-02-03 01:13:12,2024-02-10 01:13:12,Delivered
7234,212,34,4,2024-10-30 23:10:33,,Cancelled
7235,212,59,4,2024-05-30 01:50:52,2024-06-01 01:50:52,Delivered
7236,246,46,4,2024-05-24 16:29:54,2024-05-26 16:29:54,Delivered
7237,315,39,5,2024-01-17 21:04:50,,Cancelled
7238,324,65,3,2024-09-18 08:42:47,2024-09-25 08:42:47,Delivered
7239,31,48,3,2024-03-31 07:11:14,2024-04-06 07:11:14,Delivered
7240,70,40,4,2024-06-30 12:15:53,2024-07-06 12:15:53,Delivered
7241,370,44,5,2024-04-28 23:09:32,2024-05-04 23:09:32,Delivered
7242,122,19,5,2024-03-25 08:01:28,2024-03-28 08:01:28,Delivered
7243,252,78,4,2024-01-09 02:40:31,2024-01-15 02:40:31,Delivered
7244,57,41,2,2024-09-27 16:26:21,2024-10-04 16:26:21,Delivered
7245,292,80,3,2024-11-05 19:11:47,2024-11-10 19:11:47,Delivered
7246,272,43,3,2024-02-17 03:38:26,2024-02-24 03:38:26,Delivered
7247,368,15,3,2024-03-30 23:26:32,2024-04-02 23:26:32,Delivered
7248,301,58,3,2024-04-15 02:36:14,2024-04-20 02:36:14,Delivered
7249,334,39,5,2024-03-19 12:04:40,2024-03-24 12:04:40,Delivered
7250,40,78,4,2024-08-28 04:49:12,2024-09-02 04:49:12,Delivered
7251,16,41,4,2024-08-29 17:11:29,2024-09-03 17:11:29,Delivered
7252,106,60,3,2024-05-29 19:27:38,2024-06-03 19:27:38,Delivered
7253,55,62,5,2024-10-25 06:56:03,,Cancelled
7254,270,20,1,2024-06-24 19:17:13,2024-06-26 19:17:13,Delivered
7255,153,58,1,2024-09-24 00:41:03,,Cancelled
7256,203,51,3,2024-09-01 01:21:42,2024-09-03 01:21:42,Delivered
7257,394,15,5,2024-02-08 16:38:55,,Cancelled
7258,293,56,3,2024-11-04 14:26:46,2024-11-11 14:26:46,Delivered
7259,52,23,1,2024-08-20 18:53:21,2024-08-23 18:53:21,Delivered
7260,122,26,4,2024-02-20 21:07:42,2024-02-23 21:07:42,Delivered
7261,198,26,1,2024-04-24 06:30:43,2024-05-01 06:30:43,Delivered
7262,96,42,1,2024-10-04 03:06:46,2024-10-06 03:06:46,Delivered
7263,211,49,1,2024-03-10 17:03:04,2024-03-17 17:03:04,Delivered
7264,186,26,1,2024-06-25 20:01:52,2024-07-02 20:01:52,Delivered
7265,402,52,2,2024-01-30 04:16:40,,Cancelled
7266,440,28,2,2024-05-30 03:25:49,2024-06-06 03:25:49,Delivered
7267,199,53,3,2024-06-13 12:04:36,2024-06-17 12:04:36,Delivered
7268,34,62,2,2024-09-08 05:13:23,2024-09-11 05:13:23,Delivered
7269,109,41,1,2024-05-16 15:18:09,2024-05-21 15:18:09,Delivered
7270,13,35,3,2024-04-22 03:00:21,2024-04-29 03:00:21,Delivered
7271,189,45,2,2024-09-23 01:19:24,,Cancelled
7272,116,32,2,2024-08-17 07:14:13,2024-08-23 07:14:13,Delivered
7273,303,43,1,2024-08-13 13:47:13,,Cancelled
7274,175,38,1,2024-06-20 22:55:05,,Cancelled
7275,17,71,1,2024-07-25 04:41:59,2024-07-28 04:41:59,Delivered
7276,195,57,3,2024-01-04 04:14:43,2024-01-10 04:14:43,Delivered
7277,301,39,1,2024-02-25 02:36:52,,Cancelled
7278,226,47,2,2024-04-17 01:00:28,2024-04-19 01:00:28,Delivered
7279,445,29,5,2024-02-11 16:44:30,2024-02-13 16:44:30,Delivered
7280,93,26,3,2024-03-29 10:48:01,2024-04-05 10:48:01,Delivered
7281,214,59,5,2024-10-21 22:03:13,,Cancelled
7282,55,21,1,2024-08-25 00:34:18,2024-08-27 00:34:18,Delivered
7283,265,45,5,2024-01-02 13:39:34,2024-01-09 13:39:34,Delivered
7284,388,78,3,2024-03-15 14:45:39,,Cancelled
7285,203,23,5,2024-09-01 13:48:17,,Cancelled
7286,319,35,4,2024-03-31 16:35:37,2024-04-05 16:35:37,Delivered
7287,53,72,2,2024-07-31 17:25:48,2024-08-07 17:25:48,Delivered
7288,112,35,1,2024-04-28 01:40:21,2024-05-02 01:40:21,Delivered
7289,326,44,2,2024-10-23 17:00:33,2024-10-28 17:00:33,Delivered
7290,209,45,4,2024-10-14 12:36:35,,Cancelled
7291,433,30,5,2024-05-06 07:00:12,2024-05-11 07:00:12,Delivered
7292,432,16,2,2024-10-04 05:11:17,2024-10-10 05:11:17,Delivered
7293,118,17,5,2024-01-23 00:47:25,2024-01-27 00:47:25,Delivered
7294,199,46,2,2024-04-12 14:54:15,2024-04-14 14:54:15,Delivered
7295,357,23,3,2024-03-07 08:19:31,2024-03-09 08:19:31,Delivered
7296,356,14,1,2024-08-28 04:58:22,,Cancelled
7297,248,12,5,2024-01-11 06:48:33,,Cancelled
7298,154,47,3,2024-07-27 20:18:51,,Cancelled
7299,116,69,5,2024-09-19 18:48:17,,Cancelled
7300,380,19,4,2024-07-26 12:38:50,2024-07-28 12:38:50,Delivered
7301,445,62,3,2024-06-27 11:10:20,,Cancelled
7302,80,1,5,2024-06-30 15:50:55,2024-07-06 15:50:55,Delivered
7303,158,37,1,2024-05-01 02:27:37,2024-05-04 02:27:37,Delivered
7304,280,19,2,2024-01-10 11:37:41,2024-01-16 11:37:41,Delivered
7305,128,56,5,2024-10-01 10:18:26,,Cancelled
7306,112,60,3,2024-05-22 15:04:54,2024-05-27 15:04:54,Delivered
7307,71,16,5,2024-07-02 19:46:02,,Cancelled
7308,153,38,1,2024-03-10 14:34:05,,Cancelled
7309,299,77,2,2024-08-12 20:16:13,2024-08-16 20:16:13,Delivered
7310,207,69,4,2024-08-30 13:02:36,,Cancelled
7311,181,48,1,2024-06-29 20:59:12,2024-07-03 20:59:12,Delivered
7312,125,15,4,2024-09-25 03:57:18,2024-09-27 03:57:18,Delivered
7313,93,79,1,2024-08-12 02:15:19,,Cancelled
7314,4,10,4,2024-04-12 08:30:00,,Cancelled
7315,26,33,4,2024-08-05 13:47:31,2024-08-09 13:47:31,Delivered
7316,175,31,3,2024-05-08 21:41:40,,Cancelled
7317,299,31,5,2024-05-02 03:49:52,2024-05-09 03:49:52,Delivered
7318,354,24,5,2024-04-01 03:53:32,2024-04-05 03:53:32,Delivered
7319,420,56,5,2024-09-17 08:29:14,,Cancelled
7320,110,63,3,2024-09-27 08:25:58,,Cancelled
7321,157,12,1,2024-04-15 06:09:47,,Cancelled
7322,434,12,2,2024-04-01 00:54:41,,Cancelled
7323,198,48,2,2024-04-12 10:20:21,2024-04-15 10:20:21,Delivered
7324,32,43,3,2024-06-19 03:58:41,2024-06-24 03:58:41,Delivered
7325,99,48,5,2024-08-27 07:21:00,2024-09-01 07:21:00,Delivered
7326,451,44,5,2024-04-20 11:23:13,2024-04-23 11:23:13,Delivered
7327,294,24,4,2024-08-29 17:34:04,,Cancelled
7328,451,68,5,2024-03-31 12:22:49,,Cancelled
7329,230,57,3,2024-03-17 23:02:44,,Cancelled
7330,68,57,2,2024-03-24 22:12:17,2024-03-31 22:12:17,Delivered
7331,60,10,4,2024-10-05 12:32:57,,Cancelled
7332,126,36,3,2024-02-12 18:36:29,2024-02-16 18:36:29,Delivered
7333,397,69,1,2024-05-29 17:10:06,,Cancelled
7334,273,41,3,2024-01-03 10:16:38,2024-01-08 10:16:38,Delivered
7335,308,3,1,2024-02-19 05:39:52,,Cancelled
7336,251,62,1,2024-09-22 03:37:54,2024-09-29 03:37:54,Delivered
7337,132,26,5,2024-08-09 14:13:43,,Cancelled
7338,270,40,3,2024-08-26 06:09:33,2024-09-02 06:09:33,Delivered
7339,388,26,3,2024-10-02 07:29:18,,Cancelled
7340,106,43,5,2024-07-21 06:11:41,2024-07-26 06:11:41,Delivered
7341,232,3,3,2024-04-26 00:02:10,2024-04-30 00:02:10,Delivered
7342,434,35,3,2024-01-04 13:48:02,2024-01-07 13:48:02,Delivered
7343,201,5,3,2024-07-27 03:34:28,2024-08-01 03:34:28,Delivered
7344,455,71,5,2024-08-10 16:43:38,,Cancelled
7345,324,18,4,2024-05-07 01:28:36,2024-05-14 01:28:36,Delivered
7346,131,13,4,2024-10-19 12:56:50,2024-10-23 12:56:50,Delivered
7347,43,79,3,2024-04-19 05:13:07,2024-04-21 05:13:07,Delivered
7348,411,72,4,2024-06-21 20:34:48,2024-06-27 20:34:48,Delivered
7349,1,20,3,2024-02-19 12:26:08,2024-02-22 12:26:08,Delivered
7350,100,25,1,2024-06-02 18:39:10,2024-06-08 18:39:10,Delivered
7351,408,17,5,2024-02-28 21:13:31,2024-03-02 21:13:31,Delivered
7352,280,77,5,2024-08-26 11:53:26,,Cancelled
7353,19,16,3,2024-08-02 03:56:06,,Cancelled
7354,249,29,5,2024-08-06 12:32:11,2024-08-09 12:32:11,Delivered
7355,214,70,5,2024-03-21 02:35:37,2024-03-23 02:35:37,Delivered
7356,220,53,2,2024-09-25 21:57:49,2024-09-28 21:57:49,Delivered
7357,269,25,5,2024-03-01 04:07:16,2024-03-07 04:07:16,Delivered
7358,192,76,3,2024-02-12 20:24:55,2024-02-19 20:24:55,Delivered
7359,9,80,3,2024-11-03 09:53:32,2024-11-07 09:53:32,Delivered
7360,78,71,3,2024-09-12 00:53:32,,Cancelled
7361,454,26,5,2024-04-27 08:05:22,2024-05-01 08:05:22,Delivered
7362,253,13,1,2024-10-31 21:42:59,,Cancelled
7363,43,29,5,2024-07-09 22:41:17,2024-07-12 22:41:17,Delivered
7364,46,5,2,2024-01-25 07:03:08,2024-01-27 07:03:08,Delivered
7365,258,74,4,2024-04-24 12:03:31,2024-04-26 12:03:31,Delivered
7366,276,70,1,2024-10-29 19:45:28,2024-11-02 19:45:28,Delivered
7367,335,4,3,2024-01-05 09:58:31,2024-01-07 09:58:31,Delivered
7368,314,38,5,2024-11-01 02:09:29,,Cancelled
7369,352,11,1,2024-08-27 21:28:19,2024-08-30 21:28:19,Delivered
7370,187,10,5,2024-02-27 13:59:34,2024-03-05 13:59:34,Delivered
7371,388,55,4,2024-02-10 15:34:25,2024-02-17 15:34:25,Delivered
7372,380,39,3,2024-06-18 13:11:01,,Cancelled
7373,141,14,4,2024-03-06 04:13:32,2024-03-08 04:13:32,Delivered
7374,40,47,1,2024-02-23 08:31:08,2024-02-29 08:31:08,Delivered
7375,57,16,3,2024-04-27 13:00:20,2024-04-29 13:00:20,Delivered
7376,279,30,4,2024-07-16 11:56:45,2024-07-23 11:56:45,Delivered
7377,379,68,1,2024-01-30 08:03:37,,Cancelled
7378,269,20,3,2024-01-18 16:28:17,2024-01-23 16:28:17,Delivered
7379,118,3,5,2024-04-04 05:58:58,2024-04-10 05:58:58,Delivered
7380,148,75,3,2024-04-05 04:04:45,2024-04-10 04:04:45,Delivered
7381,133,34,5,2024-09-09 00:59:47,,Cancelled
7382,171,27,1,2024-01-10 10:23:37,2024-01-16 10:23:37,Delivered
7383,281,23,1,2024-09-12 03:42:21,,Cancelled
7384,109,44,1,2024-05-10 13:49:01,2024-05-13 13:49:01,Delivered
7385,265,6,5,2024-03-05 21:08:25,2024-03-09 21:08:25,Delivered
7386,412,18,3,2024-07-01 00:24:13,2024-07-04 00:24:13,Delivered
7387,136,27,4,2024-03-27 14:07:04,,Cancelled
7388,192,25,2,2024-06-01 23:43:21,2024-06-08 23:43:21,Delivered
7389,108,67,3,2024-01-31 02:56:01,,Cancelled
7390,406,73,2,2024-04-27 02:51:13,2024-05-01 02:51:13,Delivered
7391,348,55,1,2024-09-19 10:21:10,2024-09-23 10:21:10,Delivered
7392,277,65,1,2024-10-14 07:03:33,,Cancelled
7393,291,39,5,2024-09-08 20:26:18,2024-09-11 20:26:18,Delivered
7394,18,72,4,2024-04-13 14:02:20,,Cancelled
7395,55,16,3,2024-03-05 16:54:18,2024-03-07 16:54:18,Delivered
7396,8,32,1,2024-03-08 19:49:06,,Cancelled
7397,32,52,1,2024-08-02 03:49:02,2024-08-08 03:49:02,Delivered
7398,320,35,2,2024-06-24 19:14:33,,Cancelled
7399,130,60,2,2024-04-20 16:59:13,2024-04-22 16:59:13,Delivered
7400,342,52,5,2024-01-13 12:18:09,2024-01-16 12:18:09,Delivered
7401,154,80,3,2024-07-29 14:58:12,2024-08-03 14:58:12,Delivered
7402,119,50,4,2024-04-30 21:29:04,2024-05-02 21:29:04,Delivered
7403,436,46,2,2024-06-22 09:09:58,2024-06-24 09:09:58,Delivered
7404,456,6,4,2024-06-29 04:17:16,2024-07-03 04:17:16,Delivered
7405,202,3,5,2024-06-11 10:17:29,,Cancelled
7406,117,14,1,2024-02-29 02:47:54,2024-03-03 02:47:54,Delivered
7407,45,13,4,2024-03-08 00:36:52,2024-03-13 00:36:52,Delivered
7408,8,10,3,2024-10-22 09:49:07,2024-10-26 09:49:07,Delivered
7409,348,57,4,2024-04-28 09:54:11,2024-05-01 09:54:11,Delivered
7410,368,4,3,2024-01-27 19:59:50,2024-01-30 19:59:50,Delivered
7411,257,64,5,2024-01-28 21:12:36,2024-01-30 21:12:36,Delivered
7412,248,43,2,2024-08-19 22:52:52,2024-08-21 22:52:52,Delivered
7413,232,65,5,2024-04-30 01:07:26,2024-05-06 01:07:26,Delivered
7414,163,3,3,2024-01-23 22:59:31,,Cancelled
7415,302,23,1,2024-03-22 16:36:53,2024-03-26 16:36:53,Delivered
7416,218,72,3,2024-09-05 20:45:28,2024-09-07 20:45:28,Delivered
7417,270,56,2,2024-02-13 12:17:22,2024-02-17 12:17:22,Delivered
7418,168,30,3,2024-10-14 09:27:26,2024-10-18 09:27:26,Delivered
7419,112,66,3,2024-10-30 08:14:00,2024-11-02 08:14:00,Delivered
7420,110,59,1,2024-07-09 11:41:04,2024-07-11 11:41:04,Delivered
7421,135,18,4,2024-11-02 00:21:09,2024-11-05 00:21:09,Delivered
7422,364,69,2,2024-04-20 10:58:44,2024-04-23 10:58:44,Delivered
7423,285,68,5,2024-02-13 18:14:57,,Cancelled
7424,23,67,4,2024-07-19 16:08:14,2024-07-22 16:08:14,Delivered
7425,447,73,3,2024-03-08 12:10:42,,Cancelled
7426,319,62,1,2024-05-30 19:12:01,,Cancelled
7427,352,7,2,2024-02-10 07:06:41,2024-02-13 07:06:41,Delivered
7428,170,42,1,2024-08-08 17:02:51,2024-08-15 17:02:51,Delivered
7429,7,31,4,2024-07-25 02:21:52,2024-07-31 02:21:52,Delivered
7430,279,18,4,2024-05-19 11:04:26,2024-05-24 11:04:26,Delivered
7431,17,14,2,2024-01-26 19:51:11,2024-01-30 19:51:11,Delivered
7432,199,38,4,2024-04-07 00:05:50,,Cancelled
7433,406,21,3,2024-02-12 15:14:08,2024-02-18 15:14:08,Delivered
